Customer_ID,Age,Location,Income_Level,Total_Transactions,Avg_Transaction_Value,Max_Transaction_Value,Min_Transaction_Value,Total_Spent,Active_Days,Last_Transaction_Days_Ago,Loyalty_Points_Earned,Referral_Count,Cashback_Received,App_Usage_Frequency,Preferred_Payment_Method,Support_Tickets_Raised,Issue_Resolution_Time,Customer_Satisfaction_Score,LTV
cust_0398,44,Urban,Low,463,6258.268973123913,24660.513340632893,1348.9423168507951,2897578.534556372,206,13,2420,19,1779.3278525884416,Daily,UPI,13,67.958749776313,2,297608.189529343
cust_0399,64,Urban,Low,569,17712.839940677495,44542.59844151049,3371.2570273749257,10078605.926245496,89,177,4377,24,513.2940682985898,Weekly,Wallet Balance,10,68.59365148279112,8,1026757.9455904004
cust_0400,61,Urban,Low,769,10441.820370460742,46339.985255137064,4000.9098175160602,8029759.86488431,82,338,2790,18,2482.5019414713047,Daily,Debit Card,11,8.189523677658757,6,815114.7355176954
cust_0401,68,Rural,High,156,2721.645617684789,7423.78272791243,1003.2698633103655,424576.71635882714,212,121,2330,26,1907.9714619744614,Daily,Wallet Balance,12,15.460578259056923,3,51763.68590489549
cust_0402,46,Rural,Middle,625,4057.9560015858597,4707.8990231369635,604.9251114493305,2536222.5009911624,119,179,1500,9,29.78309829414494,Weekly,Wallet Balance,12,66.17570065434097,8,265507.35854996915
cust_0403,50,Rural,Low,318,6232.10063636977,6664.959309859943,1218.104909833811,1981808.0023655868,348,111,4330,40,2324.275638473956,Daily,UPI,2,44.58867121254971,3,212678.6624173217
cust_0404,48,Suburban,Middle,559,11807.433088876029,42352.912332555796,5651.395413806486,6600355.0966817,136,9,1725,16,372.07318223877405,Monthly,Credit Card,2,51.1467354260595,5,669899.4730770506
cust_0405,67,Rural,High,238,6654.255008153637,21042.168186153256,1475.0551636995967,1583712.6919405656,261,222,3928,46,4184.780228851208,Daily,UPI,13,25.673389894305533,1,169734.87907963098
cust_0406,36,Suburban,Low,334,14943.61110096565,47385.870610760365,1648.7675278419335,4991166.107722527,276,285,4433,1,2468.4658716351278,Daily,Debit Card,7,18.13252032959804,1,507848.3778364352
cust_0407,47,Rural,High,106,12329.708188144079,51292.03072267837,1547.536448545193,1306949.0679432724,208,349,455,16,3450.2534826179553,Weekly,Credit Card,12,32.629121150648544,10,141479.78005301827
cust_0408,38,Suburban,Middle,482,17477.736509693266,43744.693559265856,7169.331141260934,8424268.997672154,314,110,3969,6,4105.679978102973,Monthly,Wallet Balance,0,25.193565392991555,2,850912.0597781639
cust_0409,48,Rural,Low,699,10024.22690892369,49938.573227719455,4038.3828458787993,7006934.60933766,243,136,1918,15,255.8895287512647,Monthly,Debit Card,11,68.06194379785558,7,712901.5161693903
cust_0410,18,Rural,Low,671,6630.216517880345,31706.49368274637,1675.6606392990582,4448875.283497712,345,108,1382,48,1685.9887542637564,Daily,Wallet Balance,4,12.70901735199693,1,452608.5339726393
cust_0411,33,Urban,Low,710,19925.46864038605,20958.54578049494,3213.5857707291943,14147082.734674096,100,337,4505,26,125.58913471061473,Monthly,Wallet Balance,8,71.411823380171,7,1433255.4789000542
cust_0412,40,Rural,Low,382,7119.110102929041,32626.67566576661,2130.3373631266454,2719500.0593188936,115,204,1988,0,248.13292984875056,Weekly,Wallet Balance,1,65.35832406567565,10,285801.939466965
cust_0413,57,Rural,Middle,689,8577.766769212436,31928.151472187823,1996.522068052728,5910081.303987368,330,15,557,21,189.1622561853029,Daily,Wallet Balance,13,41.5518748203015,9,603127.5492706442
cust_0414,46,Urban,Low,261,16184.453234908186,48688.68353850185,4039.434618641907,4224142.294311036,16,162,4557,21,2389.532706008983,Monthly,Wallet Balance,3,25.312249090021012,5,437433.4630780992
cust_0415,69,Suburban,High,799,1781.8383155229212,5935.285425982785,364.1973130339919,1423688.814102814,4,195,4286,26,2253.39023782813,Weekly,Credit Card,20,52.37874340786347,6,158414.18629136734
cust_0416,18,Urban,Low,293,7735.937220109708,33786.16006210924,968.0996686139733,2266629.6054921444,266,261,3990,15,306.2022306648859,Weekly,Debit Card,8,35.12717788271468,10,245989.859433882
cust_0417,55,Urban,Middle,335,1723.3447678312962,8279.206022395161,717.7105568900088,577320.4972234842,48,354,1168,35,1311.8423317579632,Weekly,UPI,16,27.620441450591215,7,69912.12855646946
cust_0418,61,Suburban,Low,655,2794.7242747884306,9058.636206912937,970.5751260115292,1830544.3999864222,223,9,1367,15,1222.45597753386,Daily,Wallet Balance,11,24.609144983475,8,194677.21200987528
cust_0419,39,Rural,Middle,820,102.7701017051585,177.29546356854553,44.5872247931151,84271.48339822996,204,216,3687,23,1483.0756704620312,Weekly,Credit Card,6,6.692454310156361,2,19359.61050459198
cust_0420,65,Suburban,Middle,709,200.7904087216805,714.6162642936642,60.4942931555318,142360.39978367148,20,261,1599,34,3203.8119939441667,Weekly,UPI,7,31.86231514871764,2,21232.133981395065
cust_0421,47,Rural,High,476,7611.954911162011,9932.656314158645,3760.265045102223,3623290.537713117,288,113,156,32,3485.3363611178684,Daily,UPI,0,18.596573105292705,9,373098.38559075276
cust_0422,62,Rural,Low,225,16185.184460906046,57304.53491666283,7849.975728862772,3641666.5037038606,194,117,3379,16,1695.357149250517,Daily,Wallet Balance,15,2.383323477153156,6,377676.9717957608
cust_0423,37,Suburban,Low,907,11744.217168227946,49730.26762289935,2451.1754349028224,10652004.971582746,316,340,4989,4,3941.153188953451,Weekly,Debit Card,7,17.56446196347531,7,1080607.920563798
cust_0424,38,Urban,Low,555,12701.931742311492,30653.89889693791,3236.334961665578,7049572.116982878,11,47,4957,34,2089.3008800346406,Daily,Wallet Balance,12,17.668399028935244,5,722226.5612582705
cust_0425,17,Suburban,High,454,10389.792259321881,13348.157779764633,4167.176998893114,4716965.685732134,20,318,1047,18,2612.013454225768,Monthly,Wallet Balance,18,22.4580509670424,1,475284.56184610055
cust_0426,42,Rural,High,663,16397.66495196947,61801.23345082479,6733.559843217398,10871651.863155758,279,301,930,42,727.7480020974741,Daily,Credit Card,12,68.12039361669002,8,1100861.312314527
cust_0427,57,Suburban,Middle,296,17608.770716471623,41509.41935337319,8175.393984344302,5212196.1320756,333,322,1124,46,1164.4772203298353,Weekly,UPI,9,64.87510246638091,1,528485.3745973951
cust_0428,17,Suburban,Middle,575,16996.317155626053,33931.219946691774,6136.580364520997,9772882.36448498,35,279,1281,33,3637.776177104441,Daily,Debit Card,11,3.273185515109457,1,982331.3483599459
cust_0429,41,Rural,Middle,642,16244.520795002749,61026.23045376301,4711.697115343719,10428982.350391764,266,98,4756,31,4885.211182598405,Daily,Debit Card,6,17.91092850105544,2,1055067.6294478772
cust_0430,32,Urban,High,767,3662.4343405300433,17866.621459909387,919.493035736839,2809087.1391865434,232,93,1128,24,3523.2677781494094,Weekly,UPI,12,32.40031541395847,5,288803.08002957964
cust_0431,55,Suburban,High,463,11881.58574505077,47304.03268540674,3180.360934869034,5501174.199958507,38,299,3652,21,270.99192911039296,Weekly,Wallet Balance,20,20.722510910255323,4,563385.9240312956
cust_0432,48,Rural,High,855,11647.44229000642,34539.327256436976,5126.762197026476,9958563.15795549,83,252,2082,38,714.4567660019791,Daily,UPI,7,29.062203411698686,4,1007463.0874125481
cust_0433,24,Rural,Middle,214,10563.600634915345,35937.82242960816,5197.328880513026,2260610.535871884,32,163,4434,49,2228.8927096712496,Monthly,Wallet Balance,5,59.97387140332143,1,239714.60723235278
cust_0434,58,Suburban,High,585,9621.447658042352,15097.163949097172,1161.9213680758692,5628546.879954776,54,158,4815,26,3662.8643144647017,Monthly,Wallet Balance,8,41.418969426130325,1,574253.2558382453
cust_0435,69,Urban,Middle,943,1792.517838955806,7623.315124804994,595.2913476791367,1690344.322135325,225,67,1176,32,829.6622897457435,Weekly,Wallet Balance,19,30.770340126058873,10,184171.60106865963
cust_0436,63,Suburban,Middle,616,2052.243045785377,7012.883978305717,632.1351636166447,1264181.7162037923,313,138,505,7,3754.1056829625736,Monthly,UPI,12,35.49485322128044,2,128251.11877889794
cust_0437,54,Urban,Low,158,18046.608593108063,87766.46123309205,4519.897823112422,2851364.157711074,107,312,224,29,2779.1786197966044,Daily,Debit Card,18,20.50460363395158,2,289094.8264612091
cust_0438,44,Urban,Low,272,12607.426918032761,62002.48685060911,5555.217800031589,3429220.121704911,25,290,3838,47,3872.7158938028815,Weekly,Wallet Balance,8,15.910451347428626,1,354361.65422358963
cust_0439,57,Urban,Low,827,5253.721117815147,12705.319494496629,1735.2894102996945,4344827.3644331265,45,65,4052,25,2788.188070564683,Daily,Credit Card,19,16.079373354500625,10,453692.64240803034
cust_0440,41,Urban,Middle,238,5593.21478037699,27709.81373074127,1259.851632940903,1331185.1177297237,118,262,179,14,3012.615889624316,Monthly,Debit Card,17,57.70145697313727,8,141370.2038281602
cust_0441,50,Suburban,Low,303,12207.794684656115,58931.10371854235,3389.3918359239988,3698961.789450803,294,198,4514,35,1243.7353301247806,Monthly,UPI,17,14.73489344374634,3,384802.31128001795
cust_0442,65,Rural,Low,884,8144.630142966885,28989.40893833092,1976.8762177313408,7199853.046382726,125,171,1328,44,3600.9486846391396,Monthly,Debit Card,20,65.692876660428,8,733240.8302959531
cust_0443,40,Rural,Low,670,8832.07017799204,20612.795114053137,2402.6255257564253,5917487.019254667,36,16,4751,11,4220.071841261494,Weekly,Credit Card,19,32.90405322487078,5,605240.6660048359
cust_0444,39,Rural,High,621,1222.3933107630462,4905.905497046364,157.0852612373814,759106.2459838517,344,191,741,40,4356.454039094111,Monthly,Debit Card,10,38.87634142723474,3,82214.3975788381
cust_0445,28,Rural,Middle,521,2783.396350323798,5803.239229638199,402.9420647930553,1450149.4985186986,167,25,4409,44,147.26526308805666,Weekly,Debit Card,7,44.37920106944306,6,164159.31722032584
cust_0446,22,Rural,Low,321,7873.075027007615,27708.308042294837,2751.456069248759,2527257.0836694445,269,250,3889,42,3122.9890048309467,Weekly,Debit Card,1,22.74349893426501,2,265142.213864529
cust_0447,51,Rural,High,59,13996.73153449602,15372.980530644661,5229.561725312104,825807.1605352652,194,27,307,11,4947.691670917908,Weekly,Debit Card,16,64.58487925854544,1,82820.87021806758
cust_0448,60,Suburban,High,358,970.0274981222639,3408.9978881000266,344.01847328221453,347269.84432777046,124,170,1266,3,2934.5782827644466,Weekly,Debit Card,9,44.1908456704228,9,45091.695291394826
cust_0449,35,Urban,High,704,6697.810278693353,32192.57728180616,2714.154723911344,4715258.4362001205,271,117,1268,2,856.3450376430986,Weekly,UPI,14,64.8646715090045,3,476833.6711011905
cust_0450,16,Rural,Low,648,13904.488319170972,26982.663081742783,6638.19194406816,9010108.43082279,58,55,3680,36,4388.040454040778,Weekly,Credit Card,0,37.03255696421227,7,916776.8228552586
cust_0451,23,Suburban,High,251,15843.095301101323,65158.182378702026,7038.252671699253,3976616.920576432,59,363,3028,37,1321.5320742528374,Monthly,UPI,1,3.766650538548359,9,415756.9260205168
cust_0452,61,Rural,Middle,891,3812.5118748653135,8287.234948538779,1019.4802839256325,3396948.0805049944,308,26,4047,31,225.06729780604638,Weekly,Debit Card,6,3.2114798183156887,4,354776.27440159646
cust_0453,31,Rural,High,436,14632.427766550209,56062.66903792046,2736.5164714987427,6379738.506215891,217,272,1053,25,2152.5898391219407,Daily,Wallet Balance,4,22.846112272230997,9,650503.5557020281
cust_0454,29,Urban,High,146,19108.6797646398,72610.8712046766,4294.501594617181,2789867.245637411,69,365,1643,3,501.3634670776612,Daily,Debit Card,12,61.16018245031435,4,286322.04283020226
cust_0455,27,Urban,High,859,18137.174880428003,31539.657792650178,6077.705548581493,15579833.222287655,244,108,2028,0,576.2114341878344,Daily,Debit Card,4,19.917648698379512,2,1563751.2165116717
cust_0456,66,Urban,High,978,15789.627786776404,53503.33757335027,6986.647142285939,15442255.975467322,103,90,2773,4,2316.445737112306,Monthly,Credit Card,20,35.395027759380355,6,1555013.3746781761
cust_0457,38,Rural,Middle,352,14249.410453966351,63220.01470282194,5424.603069920162,5015792.479796155,5,357,2025,1,3063.417060379554,Weekly,UPI,10,15.309422634121026,9,513197.5394494258
cust_0458,30,Rural,Low,570,4710.414777315209,11917.972469714625,1494.168258923532,2684936.423069669,299,122,2030,45,4526.960308293662,Monthly,UPI,9,54.25389692185333,3,277790.16215282003
cust_0459,43,Rural,Middle,689,12681.725508691765,48711.87483732106,4321.3150090939935,8737708.875488626,264,345,3008,10,3526.264670062589,Monthly,Wallet Balance,11,48.55221450995717,2,881023.7552138313
cust_0460,49,Urban,Middle,800,12869.047136267816,47586.13479046039,4006.19209751942,10295237.709014254,241,243,2663,8,4213.015758114601,Weekly,Wallet Balance,1,65.07748062888984,5,1038543.2630223681
cust_0461,17,Suburban,Low,245,8142.358428532831,16529.443640638285,3978.771625360959,1994877.8149905435,334,269,2008,7,2058.9220726989597,Monthly,Wallet Balance,11,26.20990838285317,7,210174.3204627049
cust_0462,47,Rural,High,560,9865.379079401742,46116.44690394983,4206.958523924411,5524612.284464976,349,252,4593,38,1592.9584757327275,Weekly,Debit Card,6,70.92728099186182,6,570650.7492086312
cust_0463,38,Rural,Low,301,13883.629478612387,45178.00140897635,5727.148299345874,4178972.4730623285,222,75,1662,14,2964.2013340911553,Weekly,UPI,18,63.314428814862815,4,425139.1466391873
cust_0464,37,Rural,Low,438,19042.50969885134,46105.165151450754,5844.747869824956,8340619.248096887,319,112,3414,8,3477.4978371329953,Weekly,Wallet Balance,18,32.83937306899081,9,848951.1758911222
cust_0465,66,Suburban,Middle,868,5913.171106736222,9800.687900151204,1376.1355496504343,5132632.520647041,229,151,32,41,2841.252224257355,Daily,Credit Card,1,62.07953233379015,1,517006.6259525754
cust_0466,40,Rural,Low,100,4934.799407629216,14280.48739586194,531.9991972342822,493479.9407629216,32,270,2281,49,1322.6063695321727,Weekly,UPI,12,31.162513353903552,10,68148.69089152607
cust_0467,37,Suburban,High,725,12040.119777054444,47202.73274974833,1413.1730557900123,8729086.838364473,353,98,529,29,1848.6194466920185,Weekly,Debit Card,4,56.91328477343236,1,876942.3741131013
cust_0468,37,Rural,Middle,814,2624.674237712785,9172.084436385438,294.21330504158095,2136484.8294982067,24,360,4982,28,2241.523530279538,Monthly,UPI,15,26.565038273717732,7,232291.72118468094
cust_0469,64,Suburban,High,480,11654.8312814514,45549.530938790806,5736.399645016084,5594319.015096672,306,255,4914,50,70.75952047651268,Daily,UPI,18,19.127532347616516,5,579224.5217494289
cust_0470,67,Rural,Middle,415,1786.1411865779019,7442.927144976384,260.40676660709056,741248.5924298293,187,168,4523,24,4399.193927116405,Monthly,UPI,1,53.370560319437814,4,87371.26227942473
cust_0471,57,Urban,High,165,9816.77175329413,27133.744292260562,1539.7365119308026,1619767.3392935314,128,250,1289,21,2557.0508489933054,Monthly,UPI,11,69.48662667874476,5,170376.2085048565
cust_0472,21,Urban,Low,912,12412.083350523539,38237.46747945667,3644.9323344462996,11319820.015677467,112,320,1318,33,3755.1497360884905,Daily,Wallet Balance,19,52.57729191739588,3,1139040.4266997024
cust_0473,30,Urban,Low,942,1411.4916890641089,6980.798138686093,412.946667376594,1329625.1710983906,294,246,1463,21,859.5564902803521,Monthly,Credit Card,0,70.32656848012759,1,138558.73886469888
cust_0474,69,Urban,Low,638,4146.9935074530995,20205.00492085326,1940.74944672865,2645781.8577550775,149,213,1584,45,2783.218457100819,Monthly,Debit Card,8,66.35788023889131,9,279854.57654695737
cust_0475,58,Rural,High,302,6714.131954741703,17854.67960561183,868.8965808520184,2027667.8503319945,151,276,569,29,4630.655857592782,Weekly,UPI,1,31.266937863837388,5,209489.4571044031
cust_0476,52,Urban,Middle,974,7378.287916771317,27600.09513385893,3562.9432579715053,7186452.430935263,174,334,150,9,1071.3839278205867,Daily,UPI,1,36.85686980638485,10,729309.5511296161
cust_0477,48,Suburban,Middle,121,13525.331818650628,28002.31563183504,2523.2330922166793,1636565.1500567258,197,280,4973,4,1729.2810041010075,Daily,Wallet Balance,20,14.520316735187865,6,179137.8745036221
cust_0478,23,Urban,Middle,88,10585.136597784887,17050.434112584207,5166.197896719693,931492.02060507,255,46,344,4,1941.6158557525398,Daily,Wallet Balance,18,32.181831726003466,8,101266.39413263074
cust_0479,68,Urban,Low,217,7648.348321403485,31156.349126277957,2420.9289371052446,1659691.5857445563,168,18,1659,1,1916.5180577353901,Monthly,UPI,13,55.471492507792206,10,178428.89954558795
cust_0480,59,Urban,High,573,9019.018324289584,24754.678871766508,3254.10779371789,5167897.499817931,82,246,933,29,3003.112970821802,Monthly,Credit Card,16,38.09639723911149,6,526054.1934963822
cust_0481,59,Rural,Middle,814,269.403646298282,460.19832986087755,60.963757668252086,219294.56808680156,70,350,4716,21,1968.8512329394198,Daily,Debit Card,4,70.1143825933816,10,42477.031192210445
cust_0482,20,Urban,High,179,15412.800333359524,62196.686447786204,5313.248192322026,2758891.2596713547,325,220,4245,12,3370.2724824653255,Monthly,Wallet Balance,20,9.159927042395902,3,286893.9897259028
cust_0483,54,Suburban,Middle,702,829.6837270087015,3866.8915468558994,318.87393312315305,582437.9763601085,13,176,4840,38,2422.801641499878,Daily,Wallet Balance,7,37.04958684850502,8,78512.39681526092
cust_0484,19,Urban,Low,163,16588.056683522092,78512.83159081018,1727.6140374971578,2703853.239414101,119,234,4362,24,788.1296332511901,Monthly,Credit Card,19,38.77994188804889,2,283115.2591247845
cust_0485,21,Urban,High,593,10824.520463080455,36644.62618339357,1230.6545618273947,6418940.63460671,212,149,4242,26,4742.841177357481,Daily,Wallet Balance,12,11.566402710626596,7,657606.6428719922
cust_0486,60,Urban,Middle,170,10561.105632578096,30823.26814790871,5223.425734133962,1795387.9575382762,102,98,4998,46,1197.5817172367458,Daily,Debit Card,18,57.59181909972961,6,199536.00489520928
cust_0487,47,Suburban,Middle,301,14094.526769186255,22092.696354428805,3989.073022255886,4242452.557525063,277,5,1508,26,2812.349639621141,Monthly,UPI,0,59.08821308142632,2,430455.08093269577
cust_0488,67,Urban,Middle,374,17192.595057742772,71713.05133967214,8154.912210882109,6430030.551595797,196,159,3575,20,303.4701881341212,Daily,Debit Card,17,64.71466637386104,4,656001.3200655127
cust_0489,45,Suburban,Middle,708,18853.496468128487,90144.0833055801,7389.798503112234,13348275.499434968,77,87,2551,30,4593.108400382412,Daily,Debit Card,2,67.52973683766254,3,1343632.9957433057
cust_0490,62,Suburban,Low,203,10871.964046007257,49552.69059478758,2709.1556184093556,2207008.701339473,338,231,1011,14,4639.980433681034,Weekly,Debit Card,13,54.067770547331975,1,222802.8799171068
cust_0491,50,Urban,Middle,47,3021.658057458476,12108.188187720694,484.48298925770183,142017.92870054836,333,120,4166,37,1822.719619721681,Daily,UPI,4,60.76367115395893,3,28322.433060193995
cust_0492,55,Suburban,Middle,463,17573.832214198414,17895.001912518517,8633.332996080571,8136684.315173865,205,172,2308,38,604.9008056053029,Daily,Credit Card,9,6.182448672881944,7,828781.9811145839
cust_0493,67,Rural,Low,670,823.0336472185971,2165.4044051572073,274.7273992279815,551432.5436364601,229,64,4791,35,3849.920582077784,Weekly,UPI,3,28.251190056068545,6,72300.29407260712
cust_0494,31,Urban,Middle,408,16148.670042688966,42678.62060536416,2857.3884607903765,6588657.377417098,189,94,860,35,1311.2633811203605,Daily,Wallet Balance,11,21.233857512860922,3,666430.1060511497
cust_0495,28,Urban,High,194,13611.628312248706,62306.860157570845,5072.525633508346,2640655.892576249,99,170,1434,0,3503.078187085029,Daily,Credit Card,18,57.36422658201338,2,267182.0501640824
cust_0496,65,Suburban,High,427,18095.504872384692,22847.436343921443,2475.816190490721,7726780.580508264,218,235,1439,10,4575.740985600536,Weekly,Credit Card,3,22.906923956183125,6,780268.1875580262
cust_0497,57,Suburban,Middle,930,17950.288373446463,56092.6826581182,8027.6366334398,16693768.18730521,194,121,3416,4,2951.1914425874947,Monthly,Wallet Balance,10,36.57452511166539,7,1682133.2230092273
cust_0498,45,Urban,Low,791,1072.5501678872226,1656.5940790362488,145.92574756137137,848387.1827987931,43,100,3953,33,4306.187555049866,Daily,Wallet Balance,6,31.088506058409717,2,95891.62450235437
cust_0499,34,Rural,Low,317,12192.833679441686,44493.79185364733,2371.2347786108417,3865128.2763830144,124,135,4578,36,1123.242261319129,Monthly,Credit Card,4,54.854149013261164,7,405707.20650764194
cust_0500,32,Suburban,Low,479,2502.1823888123536,10431.653308649866,341.72885933535844,1198545.3642411174,20,315,1461,4,4552.153757078102,Daily,Wallet Balance,20,41.949452512782486,3,123900.4595455727
cust_0501,34,Suburban,Middle,421,1578.587548763654,5632.142824093832,223.3936381721254,664585.3580294984,311,69,161,19,1133.2227600088813,Daily,Credit Card,3,29.022018269385068,6,74113.9244229454
cust_0502,43,Rural,Middle,269,8971.060145156303,37484.14450733046,2776.845093941061,2413215.1790470458,330,198,638,44,1129.000563214324,Monthly,Wallet Balance,14,10.302988465449333,5,251433.01762309743
cust_0503,41,Rural,High,481,1960.9748215763254,6726.114597788534,734.9653643570963,943228.8891782125,328,305,1057,43,4399.344415171264,Weekly,Credit Card,16,12.594121683617034,1,99537.21671023562
cust_0504,52,Urban,Low,711,14560.76863842073,25617.582103013807,6048.437193005997,10352706.501917139,168,206,1453,41,2774.517420974926,Weekly,UPI,19,52.22679679142591,9,1049889.3914812263
cust_0505,41,Rural,Middle,736,19379.124803046918,49041.861133569204,7325.737761191446,14263035.855042532,46,11,4826,12,3997.2080696701773,Daily,UPI,15,3.379289268606386,4,1439156.9814694184
cust_0506,68,Urban,Middle,263,11395.963326084024,55013.73107511344,2796.522959555698,2997138.3547600983,223,357,2784,8,4012.443732665692,Weekly,Wallet Balance,15,32.13466641986864,5,309075.61360967695
cust_0507,38,Rural,Middle,426,4711.025702538115,10141.423386233591,1521.2614056495138,2006896.949281237,79,130,3367,4,3234.806599732439,Daily,Wallet Balance,9,52.82446420871697,3,209206.29162825752
cust_0508,24,Suburban,Low,166,16865.695766592657,21106.56715918587,7944.8495978209885,2799705.497254381,170,223,4267,37,945.3686121819333,Daily,Credit Card,15,26.902088604017127,7,298731.86541934713
cust_0509,27,Urban,Low,692,17063.53646485122,43329.77770244338,4351.724732822306,11807967.233677043,246,110,3235,31,3460.4701751433813,Monthly,Debit Card,13,47.19733831742319,10,1198636.4882801326
cust_0510,68,Urban,High,428,14658.391587564243,36136.28434488209,2945.775990606948,6273791.599477496,271,27,4294,29,318.1733338206477,Monthly,Wallet Balance,14,55.59662399082999,4,642708.0732808392
cust_0511,16,Urban,Low,704,12306.492374418884,35457.89979215078,3787.0491130813266,8663770.631590893,99,320,2097,48,1003.3402308434707,Weekly,UPI,9,63.4837588392794,4,878869.3930436677
cust_0512,16,Rural,Middle,397,17357.171170486963,56258.300788379805,3800.076383831215,6890796.954683324,322,194,1465,27,3214.5591618468807,Monthly,Wallet Balance,1,16.93058209195376,9,702102.415887409
cust_0513,62,Suburban,High,216,3274.2007231312055,16271.772630530186,670.3167046577823,707227.3561963404,141,346,4425,36,4539.048984497553,Daily,Credit Card,0,51.001922944850804,3,83903.21112738526
cust_0514,49,Urban,Low,796,18632.686525617453,74995.36646475333,7667.747763508973,14831618.474391492,109,16,4389,27,3858.46404818083,Weekly,Credit Card,8,40.672753060176014,5,1497710.615415059
cust_0515,47,Urban,Low,864,18944.59095271926,21664.334344090454,8645.06746503643,16368126.58314944,313,73,2327,42,1662.2887922133195,Monthly,Wallet Balance,1,33.59297776555511,3,1647835.5139188375
cust_0516,69,Urban,Low,107,17441.127556202697,67163.15406471465,5248.500490593497,1866200.6485136885,137,116,4459,5,4118.508903362499,Weekly,Wallet Balance,6,30.71377476116934,2,195978.81039968762
cust_0517,63,Urban,Low,978,5020.734073882227,21573.72776998798,2068.1064016776627,4910277.924256817,121,201,4041,40,4832.9864614541375,Weekly,Debit Card,19,62.97178046667271,6,506693.2991949547
cust_0518,40,Suburban,Middle,98,17164.985942349478,78658.94211229574,3001.053542490098,1682168.622350249,99,133,2618,43,1659.751705596302,Daily,Debit Card,8,13.727148961976607,8,184922.98638222678
cust_0519,55,Rural,Low,880,9957.787854635459,26846.439141726834,3177.103963017279,8762853.312079204,66,164,4249,28,934.1271586641342,Weekly,Credit Card,12,56.268370066948314,5,892116.2676285884
cust_0520,60,Suburban,Middle,482,11902.655445642498,26834.563750073747,4219.253029589467,5737079.924799684,144,7,1754,3,987.5722834765877,Daily,Debit Card,11,6.4339457070489265,2,579022.2063382302
cust_0521,68,Urban,Middle,499,16813.60644385786,73261.91341754227,4981.29432989548,8389989.615485072,110,61,697,17,2001.6181142231299,Daily,UPI,5,39.89618823961096,5,846092.1524913956
cust_0522,16,Suburban,Middle,230,601.361062459298,2471.871577485589,88.25099067937937,138313.04436563852,130,352,3957,14,261.6170388716438,Weekly,Wallet Balance,6,12.35794822601761,10,33014.495917128035
cust_0523,31,Urban,High,257,7265.222417591158,22843.09291467997,2859.882826147447,1867162.1613209276,328,120,4367,24,2438.786722377754,Monthly,Wallet Balance,18,33.625414272982326,6,202630.82277090388
cust_0524,54,Rural,Middle,43,16315.710611116869,24009.076197318074,7107.633748762613,701575.5562780254,257,31,2490,3,3661.492696333877,Monthly,Credit Card,14,35.2515293504421,1,74606.8092796356
cust_0525,20,Rural,Low,242,16280.956128196443,58726.14719788572,5764.931928352309,3939991.383023539,210,48,512,13,2652.2976990972425,Weekly,Wallet Balance,5,52.976101942043414,3,397996.9894528053
cust_0526,37,Rural,High,554,16975.271658389825,21434.170775763425,2846.1487484193685,9404300.498747963,246,91,808,49,4850.2512321075565,Daily,UPI,16,15.8387121740747,7,951520.9242587426
cust_0527,44,Urban,Low,95,3392.6258437884308,4754.65390558974,440.4339980379029,322299.45515990094,361,6,1038,16,2308.503983943174,Daily,Credit Card,4,21.94512149591516,9,43751.69352401851
cust_0528,18,Suburban,Middle,946,14120.673498376922,32824.36628252779,3115.6074751042006,13358157.129464569,154,285,543,33,66.29422570950894,Weekly,Wallet Balance,9,36.568202879723366,8,1348168.565833602
cust_0529,27,Rural,Low,766,2938.6017767033172,7301.549674964216,337.33986103197054,2250968.960954741,133,84,3776,18,2350.6217734674956,Weekly,UPI,14,54.709393466919735,4,237273.58520874038
cust_0530,41,Urban,High,188,15704.109198930997,44723.67221414761,6842.0857126817755,2952372.5293990276,21,139,2301,28,4649.410781922135,Monthly,Credit Card,4,39.65777380522333,6,306314.5475489417
cust_0531,31,Urban,High,385,4910.068829045605,11570.929919646656,1871.8369435940883,1890376.4991825577,35,275,4841,21,479.3067679223656,Daily,UPI,17,57.3769772818213,10,210579.9965342946
cust_0532,66,Suburban,Low,819,14758.976374463049,16753.69072564207,4803.684689550705,12087601.650685238,360,330,709,13,1114.8372826668335,Daily,Wallet Balance,5,47.480883712756636,9,1219920.7464271903
cust_0533,52,Rural,Low,400,9105.48235437417,14838.86530173517,4150.761460376952,3642192.9417496677,310,133,1313,35,3577.796332548177,Weekly,Debit Card,10,66.25953990615247,7,375556.39600869274
cust_0534,37,Urban,Low,506,19725.40665640992,28807.928004632482,2841.196286917802,9981055.76814342,224,103,4401,1,1470.5034277317163,Daily,Credit Card,2,48.48279123748425,10,1016272.325100476
cust_0535,44,Suburban,High,167,11602.077676678125,31612.580090565567,4475.894773636517,1937546.972005247,124,326,4267,44,3826.2045957861355,Weekly,Wallet Balance,3,25.595770831333933,2,206775.59490263165
cust_0536,29,Rural,Middle,783,12655.26149076352,23393.44966371991,2007.7937177591832,9909069.747267837,240,95,4423,6,2096.6211874688615,Daily,Credit Card,2,8.156030891020116,6,1005304.6641330493
cust_0537,43,Suburban,Low,125,7369.588641887236,16022.820867480072,916.5569974353766,921198.5802359045,364,18,4248,27,3980.335624114703,Monthly,Credit Card,0,51.00625725789966,8,109325.69021153312
